datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.8934199252970789,1.0,10.89341992529708
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.6847025548306814,0.9999997588734665,10.684700143565346
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.015505762925317024,0.9999990354939822,10.015496117865139
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.6027612355541684,0.999997829861896,10.602739534173129
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.9832929565904478,0.9999961419777894,10.983254376368341
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.0947232220184443,0.9999939718424762,10.094662940443207
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.5494111284834854,0.9999913194570031,10.549324323053517
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.1059363994841922,0.9999881848226492,10.105818247710683
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.885225537686897,0.9999845679409262,10.88507121709616
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.13918311767091107,0.9999804688135782,10.138987805806693
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.5650620195165948,0.9999758874425823,10.564820893942418
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.04433084791413211,0.9999708238301476,10.044039086215609
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.7874401537944652,0.9999652779787161,10.787092933581627
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.3338928657274085,0.9999592498909624,10.333485364637033
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.08505657954178591,0.9999527395697936,10.08458397523972
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.2802889565871598,0.9999457470183493,10.279746426770654
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.04968833866794242,0.9999382722400014,10.049071061067957
2032-01-01 17:00:00,2032-01-01 17:00:00,2032,1,1,0.06840420908227995,0.9999303152383551,10.06770736146583
2032-01-01 18:00:00,2032-01-01 18:00:00,2032,1,1,0.31529392224746855,0.9999218760172474,10.314512682419942
2032-01-01 19:00:00,2032-01-01 19:00:00,2032,1,1,0.7312475319416065,0.999912954580748,10.730377077749088
2032-01-01 20:00:00,2032-01-01 20:00:00,2032,1,1,0.1820939408878206,0.9999035509331596,10.181129450219418
2032-01-01 21:00:00,2032-01-01 21:00:00,2032,1,1,0.7056966306927462,0.9998936650790171,10.704633281482916
2032-01-01 22:00:00,2032-01-01 22:00:00,2032,1,1,0.4751967376774696,0.9998832970230879,10.474029707908349
2032-01-01 23:00:00,2032-01-01 23:00:00,2032,1,1,0.013420982744036358,0.9998724467703719,10.012145450447754
2032-01-02 00:00:00,2032-01-02 00:00:00,2032,1,2,0.015655312053643455,0.9998611143261019,10.014266455314663
2032-01-02 01:00:00,2032-01-02 01:00:00,2032,1,2,0.2717805100908053,0.9998492996957429,10.270273507048234
2032-01-02 02:00:00,2032-01-02 02:00:00,2032,1,2,0.6156335093039903,0.9998370028849926,10.614003538153916
2032-01-02 03:00:00,2032-01-02 03:00:00,2032,1,2,0.8906460730133271,0.999824223899781,10.888888312011137
2032-01-02 04:00:00,2032-01-02 04:00:00,2032,1,2,0.4273141197719845,0.9998109627462709,10.425423747234694
2032-01-02 05:00:00,2032-01-02 05:00:00,2032,1,2,0.5509598154601784,0.9997972194308576,10.548932009768755
2032-01-02 06:00:00,2032-01-02 06:00:00,2032,1,2,0.3338592537973706,0.9997829939601689,10.33168919339906
2032-01-02 07:00:00,2032-01-02 07:00:00,2032,1,2,0.8153678048977714,0.999768286341065,10.81305066830842
2032-01-02 08:00:00,2032-01-02 08:00:00,2032,1,2,0.2935919042697066,0.9997530965806385,10.291122870076093
2032-01-02 09:00:00,2032-01-02 09:00:00,2032,1,2,0.3171646908130815,0.999737424686215,10.31453893767523
2032-01-02 10:00:00,2032-01-02 10:00:00,2032,1,2,0.7958902777893571,0.9997212706653522,10.79310298444288
2032-01-02 11:00:00,2032-01-02 11:00:00,2032,1,2,0.4362587727906705,0.9997046345258405,10.433305118049075
2032-01-02 12:00:00,2032-01-02 12:00:00,2032,1,2,0.9948817304009397,0.9996875162757026,10.991756893157966
2032-01-02 13:00:00,2032-01-02 13:00:00,2032,1,2,0.8036575536367344,0.9996699159231939,10.800356712868673
2032-01-02 14:00:00,2032-01-02 14:00:00,2032,1,2,0.9063142164713847,0.9996518334768022,10.902832551239406
2032-01-02 15:00:00,2032-01-02 15:00:00,2032,1,2,0.3819378422668879,0.9996332689452478,10.378270531719366
2032-01-02 16:00:00,2032-01-02 16:00:00,2032,1,2,0.7511070416797375,0.9996142223374836,10.747249265054574
2032-01-02 17:00:00,2032-01-02 17:00:00,2032,1,2,0.8563024158874573,0.9995946936626949,10.852249352514407
2032-01-02 18:00:00,2032-01-02 18:00:00,2032,1,2,0.5535162967772048,0.9995746829302993,10.549263126080199
2032-01-02 19:00:00,2032-01-02 19:00:00,2032,1,2,0.9095435561589691,0.9995541901499472,10.90508545765844
2032-01-02 20:00:00,2032-01-02 20:00:00,2032,1,2,0.7814862832964883,0.9995332153315211,10.776818436611698
2032-01-02 21:00:00,2032-01-02 21:00:00,2032,1,2,0.35102068478078663,0.9995117584851364,10.346138269632151
2032-01-02 22:00:00,2032-01-02 22:00:00,2032,1,2,0.43061994143818516,0.9994898196211406,10.42551813764959
2032-01-02 23:00:00,2032-01-02 23:00:00,2032,1,2,0.32066866731148924,0.9994673987501137,10.315342654812627
2032-01-03 00:00:00,2032-01-03 00:00:00,2032,1,3,0.19752208328061893,0.9994444958828685,10.191967042109304
2032-01-03 01:00:00,2032-01-03 01:00:00,2032,1,3,0.7197765365820176,0.9994211110304497,10.713987646886515
2032-01-03 02:00:00,2032-01-03 02:00:00,2032,1,3,0.6616006024772896,0.999397244204135,10.65557304451864
2032-01-03 03:00:00,2032-01-03 03:00:00,2032,1,3,0.18541721998302152,0.999372895415434,10.17914617413736
2032-01-03 04:00:00,2032-01-03 04:00:00,2032,1,3,0.8382168071812086,0.999348064676089,10.831697453942098
2032-01-03 05:00:00,2032-01-03 05:00:00,2032,1,3,0.053338000024975796,0.999322751998075,10.046565520005725
2032-01-03 06:00:00,2032-01-03 06:00:00,2032,1,3,0.32821495917545296,0.9992969573935987,10.32118453311144
2032-01-03 07:00:00,2032-01-03 07:00:00,2032,1,3,0.8158611624143288,0.9992706808750998,10.808567971165328
2032-01-03 08:00:00,2032-01-03 08:00:00,2032,1,3,0.03989495474381721,0.9992439224552503,10.032334179296319
2032-01-03 09:00:00,2032-01-03 09:00:00,2032,1,3,0.4826665301465015,0.9992166821469545,10.474833351616045
2032-01-03 10:00:00,2032-01-03 10:00:00,2032,1,3,0.10863314963266124,0.999188959963349,10.100522749266151
2032-01-03 11:00:00,2032-01-03 11:00:00,2032,1,3,0.0455781527644985,0.9991607559178031,10.037185711942529
2032-01-03 12:00:00,2032-01-03 12:00:00,2032,1,3,0.3841519202190695,0.9991320700239181,10.375472620458252
2032-01-03 13:00:00,2032-01-03 13:00:00,2032,1,3,0.4637992802019536,0.9991029022955281,10.454828303157235
2032-01-03 14:00:00,2032-01-03 14:00:00,2032,1,3,0.6124915774142989,0.9990732527466991,10.603224104881289
2032-01-03 15:00:00,2032-01-03 15:00:00,2032,1,3,0.7848409791159427,0.9990431213917298,10.77527219303324
2032-01-03 16:00:00,2032-01-03 16:00:00,2032,1,3,0.0966028647233339,0.9990125082451511,10.086727947174845
2032-01-03 17:00:00,2032-01-03 17:00:00,2032,1,3,0.6013735240972921,0.9989814133217262,10.591187657314554
2032-01-03 18:00:00,2032-01-03 18:00:00,2032,1,3,0.4548518081950039,0.9989498366364509,10.444350174559512
2032-01-03 19:00:00,2032-01-03 19:00:00,2032,1,3,0.7152997231295719,0.998917778204553,10.704477505175102
2032-01-03 20:00:00,2032-01-03 20:00:00,2032,1,3,0.1990881918289441,0.9988852380414929,10.187940572243873
2032-01-03 21:00:00,2032-01-03 21:00:00,2032,1,3,0.8018102701360147,0.998852216162963,10.790332431765645
2032-01-03 22:00:00,2032-01-03 22:00:00,2032,1,3,0.24648674283765093,0.9988187125848885,10.234673868686535
2032-01-03 23:00:00,2032-01-03 23:00:00,2032,1,3,0.3736931037560429,0.9987847273234264,10.361540376990307
2032-01-04 00:00:00,2032-01-04 00:00:00,2032,1,4,0.8254835025005177,0.9987502603949663,10.81298610645018
2032-01-04 01:00:00,2032-01-04 01:00:00,2032,1,4,0.6166066953695354,0.9987153118161298,10.603759813530834
2032-01-04 02:00:00,2032-01-04 02:00:00,2032,1,4,0.06209589346582689,0.9986798816037711,10.048894709503537
2032-01-04 03:00:00,2032-01-04 03:00:00,2032,1,4,0.6688765374065802,0.9986439697749765,10.655316235156345
2032-01-04 04:00:00,2032-01-04 04:00:00,2032,1,4,0.5052181879357668,0.9986075763470647,10.491293951406414
2032-01-04 05:00:00,2032-01-04 05:00:00,2032,1,4,0.1975978285972373,0.9985707013375863,10.1833048419731
2032-01-04 06:00:00,2032-01-04 06:00:00,2032,1,4,0.34326795081234596,0.9985333447643246,10.328601398455591
2032-01-04 07:00:00,2032-01-04 07:00:00,2032,1,4,0.10893433470234437,0.9984955066452949,10.093889401155293
2032-01-04 08:00:00,2032-01-04 08:00:00,2032,1,4,0.8702506998842726,0.9984571869987445,10.854822569871716
2032-01-04 09:00:00,2032-01-04 09:00:00,2032,1,4,0.5185045652106105,0.9984183858431536,10.502688423642146
2032-01-04 10:00:00,2032-01-04 10:00:00,2032,1,4,0.8954699325901974,0.9983791031972338,10.879260964562535
2032-01-04 11:00:00,2032-01-04 11:00:00,2032,1,4,0.8403993614809333,0.9983393390799294,10.823792752280228
2032-01-04 12:00:00,2032-01-04 12:00:00,2032,1,4,0.5369262767326702,0.9982990935104169,10.51991721183684
2032-01-04 13:00:00,2032-01-04 13:00:00,2032,1,4,0.6796152230242262,0.9982583665081046,10.662198888105273
2032-01-04 14:00:00,2032-01-04 14:00:00,2032,1,4,0.5347987362372687,0.9982171580926334,10.516970317163603
2032-01-04 15:00:00,2032-01-04 15:00:00,2032,1,4,0.6301692769724981,0.9981754682838762,10.61192395981126
2032-01-04 16:00:00,2032-01-04 16:00:00,2032,1,4,0.43555127402986793,0.9981332971019379,10.416884245049246
2032-01-04 17:00:00,2032-01-04 17:00:00,2032,1,4,0.5009179226690319,0.9980906445671558,10.48182436834059
2032-01-04 18:00:00,2032-01-04 18:00:00,2032,1,4,0.7971274893594178,0.9980475107000991,10.77760259636041
2032-01-04 19:00:00,2032-01-04 19:00:00,2032,1,4,0.6570754738354945,0.9980038955215694,10.637114429051188
2032-01-04 20:00:00,2032-01-04 20:00:00,2032,1,4,0.2893415922402659,0.9979597990526001,10.268939582766267
2032-01-04 21:00:00,2032-01-04 21:00:00,2032,1,4,0.8922039645227863,0.9979152213144571,10.871356177667357
2032-01-04 22:00:00,2032-01-04 22:00:00,2032,1,4,0.5898384578077304,0.9978701623286378,10.568540081094108
2032-01-04 23:00:00,2032-01-04 23:00:00,2032,1,4,0.10861218419069218,0.9978246221168723,10.086858405359415
2032-01-05 00:00:00,2032-01-05 00:00:00,2032,1,5,0.6248618665113614,0.9977786007011223,10.602647873522585
2032-01-05 01:00:00,2032-01-05 01:00:00,2032,1,5,0.2532215997440257,0.997732098103582,10.230542580779845
2032-01-05 02:00:00,2032-01-05 02:00:00,2032,1,5,0.7465341025777041,0.9976851143466773,10.723385246044476
2032-01-05 03:00:00,2032-01-05 03:00:00,2032,1,5,0.9333542525972439,0.9976376494530662,10.909730747127906
2032-01-05 04:00:00,2032-01-05 04:00:00,2032,1,5,0.6648967619166384,0.9975897034456389,10.640793796373028
2032-01-05 05:00:00,2032-01-05 05:00:00,2032,1,5,0.4955645734352153,0.9975412763475174,10.47097733691039
2032-01-05 06:00:00,2032-01-05 06:00:00,2032,1,5,0.5949372023565505,0.997492368182056,10.56986088417711
2032-01-05 07:00:00,2032-01-05 07:00:00,2032,1,5,0.33712792371829736,0.9974429789728406,10.311557713446703
2032-01-05 08:00:00,2032-01-05 08:00:00,2032,1,5,0.09385180863862941,0.9973931087436895,10.067782896075524
2032-01-05 09:00:00,2032-01-05 09:00:00,2032,1,5,0.058373237121572386,0.9973427575186525,10.031800812308097
2032-01-05 10:00:00,2032-01-05 10:00:00,2032,1,5,0.6095653445794972,0.9972919253220119,10.582484597799617
2032-01-05 11:00:00,2032-01-05 11:00:00,2032,1,5,0.8274929940429158,0.9972406121782815,10.79989911582573
2032-01-05 12:00:00,2032-01-05 12:00:00,2032,1,5,0.2846081284458535,0.9971888181122075,10.256496309567929
2032-01-05 13:00:00,2032-01-05 13:00:00,2032,1,5,0.39837212155978796,0.9971365431487673,10.369737553047461
2032-01-05 14:00:00,2032-01-05 14:00:00,2032,1,5,0.414468068136875,0.997083787313171,10.385305941268586
2032-01-05 15:00:00,2032-01-05 15:00:00,2032,1,5,0.9744037716143007,0.9970305506308603,10.944709277922904
2032-01-05 16:00:00,2032-01-05 16:00:00,2032,1,5,0.08090783055405681,0.9969768331275085,10.050676161829143
2032-01-05 17:00:00,2032-01-05 17:00:00,2032,1,5,0.8608810916418699,0.9969226348290212,10.830107439932082
2032-01-05 18:00:00,2032-01-05 18:00:00,2032,1,5,0.18047063153712462,0.9968679557615356,10.149150189152481
2032-01-05 19:00:00,2032-01-05 19:00:00,2032,1,5,0.912937708745028,0.996812795951421,10.881065668259238
2032-01-05 20:00:00,2032-01-05 20:00:00,2032,1,5,0.1689485774672035,0.9967571554252782,10.136520131719985
2032-01-05 21:00:00,2032-01-05 21:00:00,2032,1,5,0.5515534892801007,0.9967010342099402,10.518563831379502
2032-01-05 22:00:00,2032-01-05 22:00:00,2032,1,5,0.13740431779941964,0.9966444323324715,10.103848641124134
2032-01-05 23:00:00,2032-01-05 23:00:00,2032,1,5,0.5153518162519322,0.9965873498201685,10.481225314453617
2032-01-06 00:00:00,2032-01-06 00:00:00,2032,1,6,0.1460867212447765,0.9965297867005595,10.11138458825037
2032-01-06 01:00:00,2032-01-06 01:00:00,2032,1,6,0.38526409369773773,0.9964717430014044,10.349981523711781
