datetime,datetime,year,month,day,random,sazonal,timeSeries
2053-01-01 00:00:00,2053-01-01 00:00:00,2053,1,1,0.5203888776531954,1.0,10.520388877653195
2053-01-01 01:00:00,2053-01-01 01:00:00,2053,1,1,0.9453765680101256,0.9999997588734665,10.94537415674479
2053-01-01 02:00:00,2053-01-01 02:00:00,2053,1,1,0.3355559639442244,0.9999990354939822,10.335546318884047
2053-01-01 03:00:00,2053-01-01 03:00:00,2053,1,1,0.10969721846985292,0.999997829861896,10.109675517088812
2053-01-01 04:00:00,2053-01-01 04:00:00,2053,1,1,0.44664876409593446,0.9999961419777894,10.446610183873828
2053-01-01 05:00:00,2053-01-01 05:00:00,2053,1,1,0.3029278652598514,0.9999939718424762,10.302867583684614
2053-01-01 06:00:00,2053-01-01 06:00:00,2053,1,1,0.6361308695447667,0.9999913194570031,10.636044064114797
2053-01-01 07:00:00,2053-01-01 07:00:00,2053,1,1,0.7178565291160555,0.9999881848226492,10.717738377342547
2053-01-01 08:00:00,2053-01-01 08:00:00,2053,1,1,0.9658777975742386,0.9999845679409262,10.9657234769835
2053-01-01 09:00:00,2053-01-01 09:00:00,2053,1,1,0.4950655613681938,0.9999804688135782,10.494870249503975
2053-01-01 10:00:00,2053-01-01 10:00:00,2053,1,1,0.5724919175347792,0.9999758874425823,10.572250791960602
2053-01-01 11:00:00,2053-01-01 11:00:00,2053,1,1,0.6876843717439074,0.9999708238301476,10.687392610045384
2053-01-01 12:00:00,2053-01-01 12:00:00,2053,1,1,0.9790579432281858,0.9999652779787161,10.978710723015348
2053-01-01 13:00:00,2053-01-01 13:00:00,2053,1,1,0.11859701844664183,0.9999592498909624,10.118189517356267
2053-01-01 14:00:00,2053-01-01 14:00:00,2053,1,1,0.06741037696324537,0.9999527395697936,10.06693777266118
2053-01-01 15:00:00,2053-01-01 15:00:00,2053,1,1,0.21904679798762228,0.9999457470183493,10.218504268171117
2053-01-01 16:00:00,2053-01-01 16:00:00,2053,1,1,0.15013366513810145,0.9999382722400014,10.149516387538116
2053-01-01 17:00:00,2053-01-01 17:00:00,2053,1,1,0.8024650399752266,0.9999303152383551,10.801768192358777
2053-01-01 18:00:00,2053-01-01 18:00:00,2053,1,1,0.8487117938905504,0.9999218760172474,10.847930554063023
2053-01-01 19:00:00,2053-01-01 19:00:00,2053,1,1,0.4562845631205391,0.999912954580748,10.45541410892802
2053-01-01 20:00:00,2053-01-01 20:00:00,2053,1,1,0.032707500053511196,0.9999035509331596,10.031743009385108
2053-01-01 21:00:00,2053-01-01 21:00:00,2053,1,1,0.8996944547578135,0.9998936650790171,10.898631105547985
2053-01-01 22:00:00,2053-01-01 22:00:00,2053,1,1,0.55309043020494,0.9998832970230879,10.551923400435818
2053-01-01 23:00:00,2053-01-01 23:00:00,2053,1,1,0.7272442013032575,0.9998724467703719,10.725968669006976
2053-01-02 00:00:00,2053-01-02 00:00:00,2053,1,2,0.5381203400370377,0.9998611143261019,10.536731483298057
2053-01-02 01:00:00,2053-01-02 01:00:00,2053,1,2,0.12020691519898208,0.9998492996957429,10.118699912156412
2053-01-02 02:00:00,2053-01-02 02:00:00,2053,1,2,0.29876071086441347,0.9998370028849926,10.29713073971434
2053-01-02 03:00:00,2053-01-02 03:00:00,2053,1,2,0.24701681887611082,0.999824223899781,10.24525905787392
2053-01-02 04:00:00,2053-01-02 04:00:00,2053,1,2,0.04130601909128029,0.9998109627462709,10.039415646553989
2053-01-02 05:00:00,2053-01-02 05:00:00,2053,1,2,0.7473645731860695,0.9997972194308576,10.745336767494647
2053-01-02 06:00:00,2053-01-02 06:00:00,2053,1,2,0.8802298595150806,0.9997829939601689,10.87805979911677
2053-01-02 07:00:00,2053-01-02 07:00:00,2053,1,2,0.601351768346369,0.999768286341065,10.599034631757018
2053-01-02 08:00:00,2053-01-02 08:00:00,2053,1,2,0.16624992111748293,0.9997530965806385,10.163780886923869
2053-01-02 09:00:00,2053-01-02 09:00:00,2053,1,2,0.24707924592607078,0.999737424686215,10.24445349278822
2053-01-02 10:00:00,2053-01-02 10:00:00,2053,1,2,0.16750006462610623,0.9997212706653522,10.164712771279628
2053-01-02 11:00:00,2053-01-02 11:00:00,2053,1,2,0.031031765858655858,0.9997046345258405,10.02807811111706
2053-01-02 12:00:00,2053-01-02 12:00:00,2053,1,2,0.8305041162181694,0.9996875162757026,10.827379278975195
2053-01-02 13:00:00,2053-01-02 13:00:00,2053,1,2,0.45150862220559107,0.9996699159231939,10.44820778143753
2053-01-02 14:00:00,2053-01-02 14:00:00,2053,1,2,0.2135666258242328,0.9996518334768022,10.210084960592255
2053-01-02 15:00:00,2053-01-02 15:00:00,2053,1,2,0.6422888931809532,0.9996332689452478,10.638621582633432
2053-01-02 16:00:00,2053-01-02 16:00:00,2053,1,2,0.5587375767721741,0.9996142223374836,10.55487980014701
2053-01-02 17:00:00,2053-01-02 17:00:00,2053,1,2,0.9874912578939112,0.9995946936626949,10.983438194520861
2053-01-02 18:00:00,2053-01-02 18:00:00,2053,1,2,0.21237445072335814,0.9995746829302993,10.20812128002635
2053-01-02 19:00:00,2053-01-02 19:00:00,2053,1,2,0.587152356390878,0.9995541901499472,10.58269425789035
2053-01-02 20:00:00,2053-01-02 20:00:00,2053,1,2,0.7462316588162133,0.9995332153315211,10.741563812131425
2053-01-02 21:00:00,2053-01-02 21:00:00,2053,1,2,0.017425264288399078,0.9995117584851364,10.012542849139763
2053-01-02 22:00:00,2053-01-02 22:00:00,2053,1,2,0.9461994875989711,0.9994898196211406,10.941097683810376
2053-01-02 23:00:00,2053-01-02 23:00:00,2053,1,2,0.5698565717369433,0.9994673987501137,10.564530559238081
2053-01-03 00:00:00,2053-01-03 00:00:00,2053,1,3,0.7251286094790724,0.9994444958828685,10.719573568307759
2053-01-03 01:00:00,2053-01-03 01:00:00,2053,1,3,0.8454589707981316,0.9994211110304497,10.83967008110263
2053-01-03 02:00:00,2053-01-03 02:00:00,2053,1,3,0.025310908704543222,0.999397244204135,10.019283350745894
2053-01-03 03:00:00,2053-01-03 03:00:00,2053,1,3,0.3359661589684343,0.999372895415434,10.329695113122773
2053-01-03 04:00:00,2053-01-03 04:00:00,2053,1,3,0.34652526588748556,0.999348064676089,10.340005912648376
2053-01-03 05:00:00,2053-01-03 05:00:00,2053,1,3,0.9766598173639313,0.999322751998075,10.96988733734468
2053-01-03 06:00:00,2053-01-03 06:00:00,2053,1,3,0.4261779740327013,0.9992969573935987,10.419147547968688
2053-01-03 07:00:00,2053-01-03 07:00:00,2053,1,3,0.9392009871147865,0.9992706808750998,10.931907795865785
