datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.08102161655841655,1.0,10.081021616558417
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.17984415763392125,0.9999997588734665,10.179841746368586
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.21326125390637685,0.9999990354939822,10.213251608846198
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.27419068384103473,0.999997829861896,10.274168982459994
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.0138046788196875,0.9999961419777894,10.01376609859758
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.25088383982380846,0.9999939718424762,10.250823558248571
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.6345107919283315,0.9999913194570031,10.634423986498362
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.5742462774123573,0.9999881848226492,10.574128125638849
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.42558329240451087,0.9999845679409262,10.425428971813773
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.4644738390454852,0.9999804688135782,10.464278527181268
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.7143656510635761,0.9999758874425823,10.714124525489398
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.7765864751260494,0.9999708238301476,10.776294713427525
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.33107393915599304,0.9999652779787161,10.330726718943156
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.21247733244843892,0.9999592498909624,10.212069831358063
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.07153709679348907,0.9999527395697936,10.071064492491425
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.6183496307124828,0.9999457470183493,10.617807100895977
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.49832929331519904,0.9999382722400014,10.497712015715214
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.4714665134465541,0.9999303152383551,10.470769665830105
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.44191375906927666,0.9999218760172474,10.44113251924175
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.7843506705710097,0.999912954580748,10.783480216378491
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.15158327699895624,0.9999035509331596,10.150618786330552
2050-01-01 21:00:00,2050-01-01 21:00:00,2050,1,1,0.46963931400672365,0.9998936650790171,10.468575964796894
2050-01-01 22:00:00,2050-01-01 22:00:00,2050,1,1,0.16346164703140742,0.9998832970230879,10.162294617262287
2050-01-01 23:00:00,2050-01-01 23:00:00,2050,1,1,0.643607494240199,0.9998724467703719,10.642331961943917
2050-01-02 00:00:00,2050-01-02 00:00:00,2050,1,2,0.08668299633710586,0.9998611143261019,10.085294139598126
2050-01-02 01:00:00,2050-01-02 01:00:00,2050,1,2,0.13948429741689106,0.9998492996957429,10.13797729437432
2050-01-02 02:00:00,2050-01-02 02:00:00,2050,1,2,0.6364065296079257,0.9998370028849926,10.634776558457853
2050-01-02 03:00:00,2050-01-02 03:00:00,2050,1,2,0.38207736620761734,0.999824223899781,10.380319605205427
2050-01-02 04:00:00,2050-01-02 04:00:00,2050,1,2,0.3392178395483445,0.9998109627462709,10.337327467011054
2050-01-02 05:00:00,2050-01-02 05:00:00,2050,1,2,0.1441799981427916,0.9997972194308576,10.142152192451368
2050-01-02 06:00:00,2050-01-02 06:00:00,2050,1,2,0.963057480609618,0.9997829939601689,10.960887420211307
2050-01-02 07:00:00,2050-01-02 07:00:00,2050,1,2,0.907082553760864,0.999768286341065,10.904765417171513
2050-01-02 08:00:00,2050-01-02 08:00:00,2050,1,2,0.2973152616896385,0.9997530965806385,10.294846227496024
2050-01-02 09:00:00,2050-01-02 09:00:00,2050,1,2,0.9346463543355986,0.999737424686215,10.932020601197747
2050-01-02 10:00:00,2050-01-02 10:00:00,2050,1,2,0.653807803979399,0.9997212706653522,10.651020510632922
2050-01-02 11:00:00,2050-01-02 11:00:00,2050,1,2,0.6148138130078806,0.9997046345258405,10.611860158266285
2050-01-02 12:00:00,2050-01-02 12:00:00,2050,1,2,0.8726814616949228,0.9996875162757026,10.869556624451949
2050-01-02 13:00:00,2050-01-02 13:00:00,2050,1,2,0.2563823691156447,0.9996699159231939,10.253081528347584
2050-01-02 14:00:00,2050-01-02 14:00:00,2050,1,2,0.7280521953412321,0.9996518334768022,10.724570530109254
2050-01-02 15:00:00,2050-01-02 15:00:00,2050,1,2,0.6412000361542506,0.9996332689452478,10.637532725606729
2050-01-02 16:00:00,2050-01-02 16:00:00,2050,1,2,0.4037146890772242,0.9996142223374836,10.39985691245206
2050-01-02 17:00:00,2050-01-02 17:00:00,2050,1,2,0.2658855196276979,0.9995946936626949,10.261832456254648
2050-01-02 18:00:00,2050-01-02 18:00:00,2050,1,2,0.5134291533584662,0.9995746829302993,10.509175982661459
