datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.8656139874995716,1.0,10.865613987499572
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.5131834054109322,0.9999997588734665,10.513180994145598
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.6593422425521972,0.9999990354939822,10.65933259749202
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.8663626749498414,0.999997829861896,10.8663409735688
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.589768576315715,0.9999961419777894,10.589729996093608
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.484426459952083,0.9999939718424762,10.484366178376845
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.9836488352446116,0.9999913194570031,10.983562029814642
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.3511800427850075,0.9999881848226492,10.351061891011499
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.3442157128836316,0.9999845679409262,10.344061392292893
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.3457756753921296,0.9999804688135782,10.345580363527912
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.3551898264300537,0.9999758874425823,10.354948700855877
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.4123873041844347,0.9999708238301476,10.412095542485911
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.7127154609850169,0.9999652779787161,10.712368240772179
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.029091978463319457,0.9999592498909624,10.028684477372945
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.17302182566978486,0.9999527395697936,10.17254922136772
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.7261162431746201,0.9999457470183493,10.725573713358113
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.4449544210477945,0.9999382722400014,10.44433714344781
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.2527942643983464,0.9999303152383551,10.252097416781897
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.531066610017147,0.9999218760172474,10.53028537018962
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.8384029375637615,0.999912954580748,10.837532483371243
2006-01-01 20:00:00,2006-01-01 20:00:00,2006,1,1,0.21905594423911112,0.9999035509331596,10.218091453570707
2006-01-01 21:00:00,2006-01-01 21:00:00,2006,1,1,0.28231081069034636,0.9998936650790171,10.281247461480516
2006-01-01 22:00:00,2006-01-01 22:00:00,2006,1,1,0.9492532922952726,0.9998832970230879,10.948086262526152
2006-01-01 23:00:00,2006-01-01 23:00:00,2006,1,1,0.21690293982548547,0.9998724467703719,10.215627407529205
2006-01-02 00:00:00,2006-01-02 00:00:00,2006,1,2,0.2954939073059091,0.9998611143261019,10.294105050566928
2006-01-02 01:00:00,2006-01-02 01:00:00,2006,1,2,0.6766088548282511,0.9998492996957429,10.67510185178568
2006-01-02 02:00:00,2006-01-02 02:00:00,2006,1,2,0.28806876080094845,0.9998370028849926,10.286438789650875
2006-01-02 03:00:00,2006-01-02 03:00:00,2006,1,2,0.573457634536572,0.999824223899781,10.571699873534381
2006-01-02 04:00:00,2006-01-02 04:00:00,2006,1,2,0.9079623618914994,0.9998109627462709,10.906071989354208
2006-01-02 05:00:00,2006-01-02 05:00:00,2006,1,2,0.8494942837829444,0.9997972194308576,10.84746647809152
2006-01-02 06:00:00,2006-01-02 06:00:00,2006,1,2,0.91673682979472,0.9997829939601689,10.914566769396409
